title,category,slug,isco_code,median_pay_annual,median_pay_source,median_pay_hourly,entry_education,work_experience,training,num_jobs,employment_year,outlook_pct,outlook_desc,outlook_source,exposure,exposure_rationale,url
2342. Early childhood educators (Level 5),2,2342-early-childhood-educators-level-5,2342.,38772,wages_statfin,,Bachelor's degree,2-4 years,None,22713,2023,6,Moderate prospects,extras_csv,4,"Early childhood education relies heavily on physical presence, emotional labor, and real-time human interaction, which are difficult for AI to replicate. While AI can assist with administrative tasks, lesson planning, and documentation, the core of the job remains centered on the physical care and social development of children.",
235 Other teaching professionals (Level 3),2,235-other-teaching-professionals-level-3,235,48600,wages_statfin,,Bachelor's degree,2-4 years,None,32802,2023,6,Moderate prospects,extras_csv,6,"This occupation involves significant knowledge work, such as curriculum development, lesson planning, and assessment, which are highly susceptible to AI-driven productivity gains. However, the core requirement for real-time human interaction, pedagogical judgment, and physical presence in an educational setting acts as a significant buffer against full automation.",
235.  (Not more specifically classified) Other teaching professionals (Level 4),2,235-not-more-specifically-classified-other-teaching-professionals-level-4,235.,,,,Bachelor's degree,2-4 years,None,0,2023,6,Moderate prospects,extras_csv,6,"This role involves knowledge work, curriculum development, and communication, which are increasingly supported by AI tools for lesson planning and content generation. However, the core of the profession remains rooted in human-centric interaction, pedagogy, and real-time classroom management, which limits the extent to which AI can replace the human element.",
235.. (Not more specifically classified) Other teaching professionals (Level 5),2,235-not-more-specifically-classified-other-teaching-professionals-level-5,235..,48600,wages_statfin,,Bachelor's degree,2-4 years,None,0,2023,6,Moderate prospects,extras_csv,6,"This role involves knowledge work, curriculum development, and communication, which are increasingly supported by AI tools for lesson planning and content generation. However, the core of the profession remains rooted in human-centric interaction, pedagogy, and real-time classroom management, which limits the extent to which AI can replace the human element.",
2351 Education methods specialists (Level 4),2,2351-education-methods-specialists-level-4,2351,48168,wages_statfin,,Bachelor's degree,2-4 years,None,6792,2023,6,Moderate prospects,extras_csv,7,"Education methods specialists perform knowledge-intensive work involving curriculum design, pedagogical research, and digital content creation, all of which are highly susceptible to AI-driven automation and augmentation. While the role requires human judgment and educational expertise, the core tasks are increasingly supported by generative AI tools that can draft materials and analyze learning data, leading to significant shifts in how the profession operates.",
2351. Education methods specialists (Level 5),2,2351-education-methods-specialists-level-5,2351.,48168,wages_statfin,,Bachelor's degree,2-4 years,None,6792,2023,6,Moderate prospects,extras_csv,7,"Education methods specialists perform knowledge-intensive work involving curriculum design, pedagogical research, and digital content creation, all of which are highly susceptible to AI-driven automation and augmentation. While the role requires human judgment and educational expertise, the core tasks are increasingly supported by generative AI tools that can draft materials and analyze learning data, leading to significant shifts in how the profession operates.",
2352 Special needs teachers (Level 4),2,2352-special-needs-teachers-level-4,2352,53892,wages_statfin,,Bachelor's degree,2-4 years,None,9681,2023,5,Moderate prospects,extras_csv,6,"Special needs teaching involves significant interpersonal interaction, emotional intelligence, and physical presence, which are difficult for AI to replicate. However, the role involves substantial digital knowledge work, such as creating individualized education plans, documenting progress, and preparing learning materials, where AI tools can significantly enhance productivity.",
2352. Special needs teachers (Level 5),2,2352-special-needs-teachers-level-5,2352.,53892,wages_statfin,,Bachelor's degree,2-4 years,None,9681,2023,5,Moderate prospects,extras_csv,6,"Special needs teaching involves significant interpersonal interaction, emotional intelligence, and physical presence, which are difficult for AI to replicate. However, the role involves substantial digital knowledge work, such as creating individualized education plans, documenting progress, and preparing learning materials, where AI tools can significantly enhance productivity.",
2353 Other language teachers (Level 4),2,2353-other-language-teachers-level-4,2353,44400,wages_statfin,,Bachelor's degree,2-4 years,None,325,2023,5,Moderate prospects,extras_csv,7,"Language teaching involves significant knowledge work and digital communication, making it highly susceptible to AI-driven curriculum generation, automated grading, and real-time translation tools. While the pedagogical and interpersonal aspects of teaching provide a buffer, the core task of language instruction is increasingly being augmented or replaced by sophisticated AI language models.",
2353. Other language teachers (Level 5),2,2353-other-language-teachers-level-5,2353.,44400,wages_statfin,,Bachelor's degree,2-4 years,None,325,2023,5,Moderate prospects,extras_csv,7,"Language teaching involves significant knowledge work and digital communication, making it highly susceptible to AI-driven curriculum generation, automated grading, and real-time translation tools. While the pedagogical and interpersonal aspects of teaching provide a buffer, the core task of language instruction is increasingly being augmented or replaced by sophisticated AI language models.",
