title,category,slug,soc_code,median_pay_annual,median_pay_source,median_pay_hourly,entry_education,work_experience,training,num_jobs_2024,projected_employment_2034,outlook_pct,outlook_desc,outlook_source,employment_change,exposure,exposure_rationale,url
1345. Education managers (Level 5),1,1345-education-managers-level-5,1345.,77832,wages_statfin,,Bachelor's degree,2-4 years,None,3732,,5,Moderate prospects,extras_csv,,9,"This managerial occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
1346 Financial and insurance services branch managers (Level 4),1,1346-financial-and-insurance-services-branch-managers-level-4,1346,115440,wages_statfin,,Bachelor's degree,2-4 years,None,2118,,5,Moderate prospects,extras_csv,,6,"This role involves a high volume of digital knowledge work, such as budgeting, scheduling, and regulatory compliance, which are highly susceptible to AI optimization. However, the core responsibilities of recruiting, supervising staff, and navigating complex interpersonal relationships within a physical healthcare facility provide a significant buffer against full automation.",
1346. Financial and insurance services branch managers (Level 5),1,1346-financial-and-insurance-services-branch-managers-level-5,1346.,115440,wages_statfin,,Bachelor's degree,2-4 years,None,2118,,5,Moderate prospects,extras_csv,,6,"This role involves a high volume of digital knowledge work, such as budgeting, scheduling, and regulatory compliance, which are highly susceptible to AI optimization. However, the core responsibilities of recruiting, supervising staff, and navigating complex interpersonal relationships within a physical healthcare facility provide a significant buffer against full automation.",
1349 Professional services managers not elsewhere classified (Level 4),1,1349-professional-services-managers-not-elsewhere-classified-level-4,1349,78000,wages_statfin,,Bachelor's degree,2-4 years,None,2961,,5,Moderate prospects,extras_csv,,10,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
1349. Professional services managers not elsewhere classified (Level 5),1,1349-professional-services-managers-not-elsewhere-classified-level-5,1349.,78000,wages_statfin,,Bachelor's degree,2-4 years,None,2961,,5,Moderate prospects,extras_csv,,10,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
"14 Hospitality, retail and other services managers (Level 2)",1,14-hospitality-retail-and-other-services-managers-level-2,14,81804,wages_statfin,,,,,10496,,,,,,4,"The role involves a significant amount of physical labor, equipment maintenance, and real-time management of biological systems that cannot be digitized. However, AI will heavily impact the management side of the job, including crop yield prediction, financial planning, and automated resource allocation, making individual managers significantly more productive and contributing to further farm consolidation.",
141 Hotel and restaurant managers (Level 3),1,141-hotel-and-restaurant-managers-level-3,141,57240,wages_statfin,,,,,2302,,,,,,8,"This occupation is predominantly digital and information-based, involving market research, data analysis, and content strategy—all areas where AI is rapidly advancing. While high-level strategic decision-making and stakeholder management provide some insulation, AI can now automate significant portions of campaign planning, creative drafting, and consumer data processing, leading to major restructuring of the role.",
1411 Hotel managers (Level 4),1,1411-hotel-managers-level-4,1411,65280,wages_statfin,,Upper secondary,None,Vocational training,379,,3,Stable,extras_csv,,8,"This managerial occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
1411. Hotel managers (Level 5),1,1411-hotel-managers-level-5,1411.,65280,wages_statfin,,Upper secondary,None,Vocational training,379,,3,Stable,extras_csv,,8,"This managerial occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
1412 Restaurant managers (Level 4),1,1412-restaurant-managers-level-4,1412,54660,wages_statfin,,Upper secondary,None,Vocational training,1923,,3,Stable,extras_csv,,8,"This managerial occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
1412. Restaurant managers (Level 5),1,1412-restaurant-managers-level-5,1412.,54660,wages_statfin,,Upper secondary,None,Vocational training,1923,,3,Stable,extras_csv,,8,"This managerial occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
